Time	 FairTen1	 AnchTen1	 FairTen2	 AnchTen2	 FairTen3	 AnchTen3	 
(s)	 (N)       	 (N)       	 (N)       	 (N)       	 (N)       	 (N)       	 
0	 2.72242e+06	 1.50638e+06	 2.72245e+06	 1.50641e+06	 2.72245e+06	 1.50641e+06	 
0.01	 2.72242e+06	 1.50639e+06	 2.72246e+06	 1.50642e+06	 2.72246e+06	 1.50642e+06	 
0.02	 2.7124e+06	 1.5064e+06	 2.71445e+06	 1.50643e+06	 2.71445e+06	 1.50643e+06	 
0.03	 2.71445e+06	 1.50642e+06	 2.71599e+06	 1.50645e+06	 2.71599e+06	 1.50645e+06	 
0.04	 2.70523e+06	 1.50644e+06	 2.70852e+06	 1.50647e+06	 2.70852e+06	 1.50647e+06	 
0.05	 2.71127e+06	 1.50647e+06	 2.71344e+06	 1.5065e+06	 2.71344e+06	 1.5065e+06	 
0.06	 2.69977e+06	 1.50651e+06	 2.70403e+06	 1.50654e+06	 2.70403e+06	 1.50654e+06	 
0.07	 2.70509e+06	 1.50655e+06	 2.70825e+06	 1.50658e+06	 2.70825e+06	 1.50658e+06	 
0.08	 2.69339e+06	 1.50659e+06	 2.69858e+06	 1.50663e+06	 2.69858e+06	 1.50663e+06	 
0.09	 2.70227e+06	 1.50665e+06	 2.70593e+06	 1.50668e+06	 2.70593e+06	 1.50668e+06	 
0.1	 2.68822e+06	 1.5067e+06	 2.69421e+06	 1.50673e+06	 2.69421e+06	 1.50673e+06	 
0.11	 2.69636e+06	 1.50676e+06	 2.70083e+06	 1.50679e+06	 2.70083e+06	 1.50679e+06	 
0.12	 2.68212e+06	 1.50683e+06	 2.68885e+06	 1.50686e+06	 2.68885e+06	 1.50686e+06	 
0.13	 2.69376e+06	 1.5069e+06	 2.69863e+06	 1.50693e+06	 2.69863e+06	 1.50693e+06	 
0.14	 2.65292e+06	 1.50698e+06	 2.66369e+06	 1.50701e+06	 2.66369e+06	 1.50701e+06	 
0.15	 2.67888e+06	 1.50706e+06	 2.68572e+06	 1.50709e+06	 2.68572e+06	 1.50709e+06	 
0.16	 2.63641e+06	 1.50714e+06	 2.64868e+06	 1.50717e+06	 2.64868e+06	 1.50717e+06	 
0.17	 2.66874e+06	 1.50723e+06	 2.67651e+06	 1.50726e+06	 2.67651e+06	 1.50726e+06	 
0.18	 2.62191e+06	 1.50732e+06	 2.63502e+06	 1.50736e+06	 2.63502e+06	 1.50736e+06	 
0.19	 2.65962e+06	 1.50742e+06	 2.66792e+06	 1.50745e+06	 2.66792e+06	 1.50745e+06	 
0.2	 2.60825e+06	 1.50752e+06	 2.62168e+06	 1.50756e+06	 2.62168e+06	 1.50756e+06	 
0.21	 2.65107e+06	 1.50763e+06	 2.65958e+06	 1.50766e+06	 2.65958e+06	 1.50766e+06	 
0.22	 2.59523e+06	 1.50774e+06	 2.60855e+06	 1.50777e+06	 2.60855e+06	 1.50777e+06	 
0.23	 2.6431e+06	 1.50784e+06	 2.6515e+06	 1.50788e+06	 2.6515e+06	 1.50788e+06	 
0.24	 2.58289e+06	 1.50794e+06	 2.59567e+06	 1.50798e+06	 2.59567e+06	 1.50798e+06	 
0.25	 2.63575e+06	 1.50803e+06	 2.64374e+06	 1.50807e+06	 2.64374e+06	 1.50807e+06	 
0.26	 2.57131e+06	 1.50809e+06	 2.58311e+06	 1.50815e+06	 2.58311e+06	 1.50815e+06	 
0.27	 2.62908e+06	 1.50812e+06	 2.63635e+06	 1.5082e+06	 2.63635e+06	 1.5082e+06	 
0.28	 2.56051e+06	 1.5081e+06	 2.57091e+06	 1.5082e+06	 2.57091e+06	 1.5082e+06	 
0.29	 2.62313e+06	 1.50799e+06	 2.6294e+06	 1.50814e+06	 2.6294e+06	 1.50814e+06	 
0.3	 2.55056e+06	 1.50779e+06	 2.55916e+06	 1.508e+06	 2.55916e+06	 1.508e+06	 
0.31	 2.61796e+06	 1.50746e+06	 2.62293e+06	 1.50776e+06	 2.62293e+06	 1.50776e+06	 
0.32	 2.54146e+06	 1.50698e+06	 2.5479e+06	 1.5074e+06	 2.5479e+06	 1.5074e+06	 
0.33	 2.61359e+06	 1.50634e+06	 2.61702e+06	 1.5069e+06	 2.61702e+06	 1.5069e+06	 
0.34	 2.53327e+06	 1.50552e+06	 2.53718e+06	 1.50625e+06	 2.53718e+06	 1.50625e+06	 
0.35	 2.61006e+06	 1.50451e+06	 2.61169e+06	 1.50545e+06	 2.61169e+06	 1.50545e+06	 
0.36	 2.526e+06	 1.5033e+06	 2.52705e+06	 1.50448e+06	 2.52705e+06	 1.50448e+06	 
0.37	 2.60737e+06	 1.50189e+06	 2.60698e+06	 1.50334e+06	 2.60698e+06	 1.50334e+06	 
0.38	 2.51964e+06	 1.50027e+06	 2.51752e+06	 1.50202e+06	 2.51752e+06	 1.50202e+06	 
0.39	 2.60551e+06	 1.49843e+06	 2.60291e+06	 1.50051e+06	 2.60291e+06	 1.50051e+06	 
0.4	 2.51414e+06	 1.49634e+06	 2.50861e+06	 1.49878e+06	 2.50861e+06	 1.49878e+06	 
0.41	 2.60443e+06	 1.49397e+06	 2.59945e+06	 1.4968e+06	 2.59945e+06	 1.4968e+06	 
0.42	 2.50946e+06	 1.49129e+06	 2.50027e+06	 1.49454e+06	 2.50027e+06	 1.49454e+06	 
0.43	 2.60405e+06	 1.48826e+06	 2.59658e+06	 1.49195e+06	 2.59658e+06	 1.49195e+06	 
0.44	 2.5055e+06	 1.48484e+06	 2.49249e+06	 1.48902e+06	 2.49249e+06	 1.48902e+06	 
0.45	 2.6043e+06	 1.48101e+06	 2.59425e+06	 1.48569e+06	 2.59425e+06	 1.48569e+06	 
0.46	 2.50218e+06	 1.47674e+06	 2.48518e+06	 1.48197e+06	 2.48518e+06	 1.48197e+06	 
0.47	 2.60507e+06	 1.47206e+06	 2.59238e+06	 1.47785e+06	 2.59238e+06	 1.47785e+06	 
0.48	 2.49938e+06	 1.46699e+06	 2.47831e+06	 1.47335e+06	 2.47831e+06	 1.47335e+06	 
0.49	 2.60627e+06	 1.46158e+06	 2.59093e+06	 1.4685e+06	 2.59093e+06	 1.4685e+06	 
0.5	 2.49703e+06	 1.4559e+06	 2.47181e+06	 1.46336e+06	 2.47181e+06	 1.46336e+06	 
0.51	 2.60782e+06	 1.45002e+06	 2.58983e+06	 1.45799e+06	 2.58983e+06	 1.45799e+06	 
0.52	 2.49502e+06	 1.44403e+06	 2.46561e+06	 1.45246e+06	 2.46561e+06	 1.45246e+06	 
0.53	 2.60963e+06	 1.43803e+06	 2.58902e+06	 1.44684e+06	 2.58902e+06	 1.44684e+06	 
0.54	 2.49329e+06	 1.4321e+06	 2.45967e+06	 1.44121e+06	 2.45967e+06	 1.44121e+06	 
0.55	 2.61161e+06	 1.42631e+06	 2.58844e+06	 1.43562e+06	 2.58844e+06	 1.43562e+06	 
0.56	 2.49175e+06	 1.42072e+06	 2.45391e+06	 1.43013e+06	 2.45391e+06	 1.43013e+06	 
0.57	 2.61371e+06	 1.4154e+06	 2.58804e+06	 1.4248e+06	 2.58804e+06	 1.4248e+06	 
0.58	 2.49032e+06	 1.41038e+06	 2.4483e+06	 1.41964e+06	 2.4483e+06	 1.41964e+06	 
0.59	 2.61583e+06	 1.40568e+06	 2.58775e+06	 1.41469e+06	 2.58775e+06	 1.41469e+06	 
0.6	 2.48893e+06	 1.40132e+06	 2.44275e+06	 1.40997e+06	 2.44275e+06	 1.40997e+06	 
0.61	 2.61788e+06	 1.39732e+06	 2.58751e+06	 1.40548e+06	 2.58751e+06	 1.40548e+06	 
0.62	 2.48748e+06	 1.39366e+06	 2.43719e+06	 1.40123e+06	 2.43719e+06	 1.40123e+06	 
0.63	 2.61978e+06	 1.39035e+06	 2.58723e+06	 1.39722e+06	 2.58723e+06	 1.39722e+06	 
0.64	 2.48587e+06	 1.38737e+06	 2.43155e+06	 1.39344e+06	 2.43155e+06	 1.39344e+06	 
0.65	 2.62143e+06	 1.38473e+06	 2.58682e+06	 1.3899e+06	 2.58682e+06	 1.3899e+06	 
0.66	 2.48401e+06	 1.38239e+06	 2.42572e+06	 1.38659e+06	 2.42572e+06	 1.38659e+06	 
0.67	 2.62272e+06	 1.38037e+06	 2.58619e+06	 1.38349e+06	 2.58619e+06	 1.38349e+06	 
0.68	 2.48179e+06	 1.37863e+06	 2.41962e+06	 1.38062e+06	 2.41962e+06	 1.38062e+06	 
0.69	 2.62355e+06	 1.37718e+06	 2.58525e+06	 1.37795e+06	 2.58525e+06	 1.37795e+06	 
0.7	 2.47912e+06	 1.376e+06	 2.41314e+06	 1.3755e+06	 2.41314e+06	 1.3755e+06	 
0.71	 2.62382e+06	 1.37508e+06	 2.58388e+06	 1.37324e+06	 2.58388e+06	 1.37324e+06	 
0.72	 2.47588e+06	 1.3744e+06	 2.40618e+06	 1.37118e+06	 2.40618e+06	 1.37118e+06	 
0.73	 2.62341e+06	 1.37397e+06	 2.582e+06	 1.36931e+06	 2.582e+06	 1.36931e+06	 
0.74	 2.47197e+06	 1.37377e+06	 2.39864e+06	 1.36764e+06	 2.39864e+06	 1.36764e+06	 
0.75	 2.62225e+06	 1.37378e+06	 2.5795e+06	 1.36614e+06	 2.5795e+06	 1.36614e+06	 
0.76	 2.46734e+06	 1.37401e+06	 2.39043e+06	 1.36482e+06	 2.39043e+06	 1.36482e+06	 
0.77	 2.62025e+06	 1.37443e+06	 2.57629e+06	 1.36367e+06	 2.57629e+06	 1.36367e+06	 
0.78	 2.46189e+06	 1.37503e+06	 2.38146e+06	 1.36269e+06	 2.38146e+06	 1.36269e+06	 
0.79	 2.61735e+06	 1.37582e+06	 2.57229e+06	 1.36187e+06	 2.57229e+06	 1.36187e+06	 
0.8	 2.4556e+06	 1.37676e+06	 2.37166e+06	 1.3612e+06	 2.37166e+06	 1.3612e+06	 
0.81	 2.61355e+06	 1.37787e+06	 2.56745e+06	 1.36068e+06	 2.56745e+06	 1.36068e+06	 
0.82	 2.44849e+06	 1.37911e+06	 2.36102e+06	 1.3603e+06	 2.36102e+06	 1.3603e+06	 
0.83	 2.6089e+06	 1.38048e+06	 2.5618e+06	 1.36005e+06	 2.5618e+06	 1.36005e+06	 
0.84	 2.44065e+06	 1.38198e+06	 2.34957e+06	 1.35993e+06	 2.34957e+06	 1.35993e+06	 
0.85	 2.60353e+06	 1.38358e+06	 2.55539e+06	 1.35993e+06	 2.55539e+06	 1.35993e+06	 
0.86	 2.43226e+06	 1.38528e+06	 2.33743e+06	 1.36004e+06	 2.33743e+06	 1.36004e+06	 
0.87	 2.59765e+06	 1.38708e+06	 2.54839e+06	 1.36026e+06	 2.54839e+06	 1.36026e+06	 
0.88	 2.42357e+06	 1.38896e+06	 2.32478e+06	 1.36058e+06	 2.32478e+06	 1.36058e+06	 
0.89	 2.59154e+06	 1.39091e+06	 2.54099e+06	 1.36099e+06	 2.54099e+06	 1.36099e+06	 
0.9	 2.41488e+06	 1.39293e+06	 2.31185e+06	 1.3615e+06	 2.31185e+06	 1.3615e+06	 
0.91	 2.58553e+06	 1.395e+06	 2.53346e+06	 1.36208e+06	 2.53346e+06	 1.36208e+06	 
0.92	 2.40653e+06	 1.39713e+06	 2.29892e+06	 1.36274e+06	 2.29892e+06	 1.36274e+06	 
0.93	 2.57995e+06	 1.3993e+06	 2.52609e+06	 1.36348e+06	 2.52609e+06	 1.36348e+06	 
0.94	 2.39885e+06	 1.40151e+06	 2.28627e+06	 1.36429e+06	 2.28627e+06	 1.36429e+06	 
0.95	 2.57512e+06	 1.40375e+06	 2.51912e+06	 1.36516e+06	 2.51912e+06	 1.36516e+06	 
0.96	 2.39214e+06	 1.40601e+06	 2.27414e+06	 1.36608e+06	 2.27414e+06	 1.36608e+06	 
0.97	 2.57131e+06	 1.4083e+06	 2.51281e+06	 1.36706e+06	 2.51281e+06	 1.36706e+06	 
0.98	 2.3866e+06	 1.41061e+06	 2.26274e+06	 1.36809e+06	 2.26274e+06	 1.36809e+06	 
0.99	 2.56869e+06	 1.41292e+06	 2.50733e+06	 1.36916e+06	 2.50733e+06	 1.36916e+06	 
1	 2.38241e+06	 1.41523e+06	 2.25223e+06	 1.37027e+06	 2.25223e+06	 1.37027e+06	 
1.01	 2.56739e+06	 1.41754e+06	 2.5028e+06	 1.37141e+06	 2.5028e+06	 1.37141e+06	 
1.02	 2.37964e+06	 1.41983e+06	 2.24271e+06	 1.37257e+06	 2.24271e+06	 1.37257e+06	 
1.03	 2.56745e+06	 1.42211e+06	 2.49929e+06	 1.37376e+06	 2.49929e+06	 1.37376e+06	 
1.04	 2.37828e+06	 1.42437e+06	 2.2342e+06	 1.37495e+06	 2.2342e+06	 1.37495e+06	 
1.05	 2.56884e+06	 1.42658e+06	 2.49682e+06	 1.37614e+06	 2.49682e+06	 1.37614e+06	 
1.06	 2.37829e+06	 1.42876e+06	 2.22672e+06	 1.37733e+06	 2.22672e+06	 1.37733e+06	 
1.07	 2.57149e+06	 1.43089e+06	 2.49537e+06	 1.37851e+06	 2.49537e+06	 1.37851e+06	 
1.08	 2.37959e+06	 1.43296e+06	 2.22022e+06	 1.37966e+06	 2.22022e+06	 1.37966e+06	 
1.09	 2.5753e+06	 1.43496e+06	 2.49489e+06	 1.38079e+06	 2.49489e+06	 1.38079e+06	 
1.1	 2.38205e+06	 1.43688e+06	 2.21465e+06	 1.38188e+06	 2.21465e+06	 1.38188e+06	 
1.11	 2.58013e+06	 1.43873e+06	 2.4953e+06	 1.38292e+06	 2.4953e+06	 1.38292e+06	 
1.12	 2.38552e+06	 1.44049e+06	 2.20991e+06	 1.3839e+06	 2.20991e+06	 1.3839e+06	 
1.13	 2.58584e+06	 1.44215e+06	 2.49652e+06	 1.38483e+06	 2.49652e+06	 1.38483e+06	 
1.14	 2.38986e+06	 1.44372e+06	 2.20592e+06	 1.38569e+06	 2.20592e+06	 1.38569e+06	 
1.15	 2.59227e+06	 1.44518e+06	 2.49845e+06	 1.38647e+06	 2.49845e+06	 1.38647e+06	 
1.16	 2.3949e+06	 1.44654e+06	 2.20257e+06	 1.38718e+06	 2.20257e+06	 1.38718e+06	 
1.17	 2.59926e+06	 1.4478e+06	 2.50098e+06	 1.38781e+06	 2.50098e+06	 1.38781e+06	 
1.18	 2.40047e+06	 1.44896e+06	 2.19976e+06	 1.38836e+06	 2.19976e+06	 1.38836e+06	 
1.19	 2.60664e+06	 1.45002e+06	 2.504e+06	 1.38883e+06	 2.504e+06	 1.38883e+06	 
1.2	 2.40641e+06	 1.45099e+06	 2.19736e+06	 1.38923e+06	 2.19736e+06	 1.38923e+06	 
1.21	 2.61424e+06	 1.45189e+06	 2.50738e+06	 1.38955e+06	 2.50738e+06	 1.38955e+06	 
1.22	 2.41255e+06	 1.45271e+06	 2.19527e+06	 1.38982e+06	 2.19527e+06	 1.38982e+06	 
1.23	 2.62192e+06	 1.45349e+06	 2.51103e+06	 1.39003e+06	 2.51103e+06	 1.39003e+06	 
1.24	 2.41875e+06	 1.45422e+06	 2.19338e+06	 1.3902e+06	 2.19338e+06	 1.3902e+06	 
1.25	 2.62952e+06	 1.45493e+06	 2.51481e+06	 1.39034e+06	 2.51481e+06	 1.39034e+06	 
1.26	 2.42486e+06	 1.45564e+06	 2.19157e+06	 1.39046e+06	 2.19157e+06	 1.39046e+06	 
1.27	 2.63692e+06	 1.45636e+06	 2.51864e+06	 1.39059e+06	 2.51864e+06	 1.39059e+06	 
1.28	 2.43076e+06	 1.45712e+06	 2.18974e+06	 1.39073e+06	 2.18974e+06	 1.39073e+06	 
1.29	 2.644e+06	 1.45793e+06	 2.5224e+06	 1.3909e+06	 2.5224e+06	 1.3909e+06	 
1.3	 2.43633e+06	 1.45882e+06	 2.1878e+06	 1.39112e+06	 2.1878e+06	 1.39112e+06	 
1.31	 2.65065e+06	 1.4598e+06	 2.52602e+06	 1.3914e+06	 2.52602e+06	 1.3914e+06	 
1.32	 2.44149e+06	 1.46089e+06	 2.18567e+06	 1.39176e+06	 2.18567e+06	 1.39176e+06	 
1.33	 2.65678e+06	 1.4621e+06	 2.5294e+06	 1.39222e+06	 2.5294e+06	 1.39222e+06	 
1.34	 2.44613e+06	 1.46346e+06	 2.18327e+06	 1.39278e+06	 2.18327e+06	 1.39278e+06	 
1.35	 2.66233e+06	 1.46496e+06	 2.53247e+06	 1.39345e+06	 2.53247e+06	 1.39345e+06	 
1.36	 2.45022e+06	 1.46662e+06	 2.18053e+06	 1.39425e+06	 2.18053e+06	 1.39425e+06	 
1.37	 2.66692e+06	 1.46844e+06	 2.53511e+06	 1.39519e+06	 2.53511e+06	 1.39519e+06	 
1.38	 2.4513e+06	 1.47043e+06	 2.17685e+06	 1.39625e+06	 2.17685e+06	 1.39625e+06	 
1.39	 2.67084e+06	 1.47259e+06	 2.53732e+06	 1.39746e+06	 2.53732e+06	 1.39746e+06	 
1.4	 2.45529e+06	 1.47491e+06	 2.17353e+06	 1.39881e+06	 2.17353e+06	 1.39881e+06	 
1.41	 2.6736e+06	 1.47739e+06	 2.53896e+06	 1.4003e+06	 2.53896e+06	 1.4003e+06	 
1.42	 2.45573e+06	 1.48003e+06	 2.16906e+06	 1.40193e+06	 2.16906e+06	 1.40193e+06	 
1.43	 2.676e+06	 1.48281e+06	 2.54017e+06	 1.40368e+06	 2.54017e+06	 1.40368e+06	 
1.44	 2.45667e+06	 1.48572e+06	 2.16434e+06	 1.40556e+06	 2.16434e+06	 1.40556e+06	 
1.45	 2.67765e+06	 1.48875e+06	 2.54083e+06	 1.40756e+06	 2.54083e+06	 1.40756e+06	 
1.46	 2.45685e+06	 1.49189e+06	 2.15905e+06	 1.40967e+06	 2.15905e+06	 1.40967e+06	 
1.47	 2.6785e+06	 1.49512e+06	 2.54091e+06	 1.41187e+06	 2.54091e+06	 1.41187e+06	 
1.48	 2.4563e+06	 1.49842e+06	 2.15319e+06	 1.41416e+06	 2.15319e+06	 1.41416e+06	 
1.49	 2.67867e+06	 1.50178e+06	 2.54042e+06	 1.41652e+06	 2.54042e+06	 1.41652e+06	 
1.5	 2.45511e+06	 1.50518e+06	 2.14675e+06	 1.41894e+06	 2.14675e+06	 1.41894e+06	 
1.51	 2.67817e+06	 1.5086e+06	 2.53935e+06	 1.42141e+06	 2.53935e+06	 1.42141e+06	 
1.52	 2.45334e+06	 1.51202e+06	 2.13976e+06	 1.42392e+06	 2.13976e+06	 1.42392e+06	 
1.53	 2.67705e+06	 1.51543e+06	 2.53773e+06	 1.42645e+06	 2.53773e+06	 1.42645e+06	 
1.54	 2.45103e+06	 1.5188e+06	 2.13223e+06	 1.42898e+06	 2.13223e+06	 1.42898e+06	 
1.55	 2.67563e+06	 1.52213e+06	 2.53532e+06	 1.43151e+06	 2.53532e+06	 1.43151e+06	 
1.56	 2.45011e+06	 1.52539e+06	 2.12224e+06	 1.43402e+06	 2.12224e+06	 1.43402e+06	 
1.57	 2.67375e+06	 1.52856e+06	 2.53245e+06	 1.4365e+06	 2.53245e+06	 1.4365e+06	 
1.58	 2.44612e+06	 1.53164e+06	 2.11475e+06	 1.43894e+06	 2.11475e+06	 1.43894e+06	 
1.59	 2.67188e+06	 1.53461e+06	 2.52881e+06	 1.44132e+06	 2.52881e+06	 1.44132e+06	 
1.6	 2.44414e+06	 1.53746e+06	 2.10454e+06	 1.44364e+06	 2.10454e+06	 1.44364e+06	 
1.61	 2.66953e+06	 1.54016e+06	 2.52517e+06	 1.44588e+06	 2.52517e+06	 1.44588e+06	 
1.62	 2.44114e+06	 1.54272e+06	 2.09508e+06	 1.44804e+06	 2.09508e+06	 1.44804e+06	 
1.63	 2.66712e+06	 1.54511e+06	 2.52132e+06	 1.4501e+06	 2.52132e+06	 1.4501e+06	 
1.64	 2.43826e+06	 1.54732e+06	 2.08542e+06	 1.45205e+06	 2.08542e+06	 1.45205e+06	 
1.65	 2.66483e+06	 1.54935e+06	 2.51734e+06	 1.45389e+06	 2.51734e+06	 1.45389e+06	 
1.66	 2.43563e+06	 1.55119e+06	 2.0757e+06	 1.45561e+06	 2.0757e+06	 1.45561e+06	 
1.67	 2.66274e+06	 1.55282e+06	 2.51342e+06	 1.4572e+06	 2.51342e+06	 1.4572e+06	 
1.68	 2.43332e+06	 1.55424e+06	 2.06611e+06	 1.45865e+06	 2.06611e+06	 1.45865e+06	 
1.69	 2.661e+06	 1.55545e+06	 2.50966e+06	 1.45997e+06	 2.50966e+06	 1.45997e+06	 
1.7	 2.43147e+06	 1.55644e+06	 2.05676e+06	 1.46114e+06	 2.05676e+06	 1.46114e+06	 
1.71	 2.65972e+06	 1.55721e+06	 2.50617e+06	 1.46217e+06	 2.50617e+06	 1.46217e+06	 
1.72	 2.43017e+06	 1.55776e+06	 2.04773e+06	 1.46304e+06	 2.04773e+06	 1.46304e+06	 
1.73	 2.65899e+06	 1.55808e+06	 2.50305e+06	 1.46376e+06	 2.50305e+06	 1.46376e+06	 
1.74	 2.4295e+06	 1.55819e+06	 2.03913e+06	 1.46433e+06	 2.03913e+06	 1.46433e+06	 
1.75	 2.65886e+06	 1.55809e+06	 2.50036e+06	 1.46474e+06	 2.50036e+06	 1.46474e+06	 
1.76	 2.42949e+06	 1.55778e+06	 2.03099e+06	 1.465e+06	 2.03099e+06	 1.465e+06	 
1.77	 2.65935e+06	 1.55727e+06	 2.49815e+06	 1.46511e+06	 2.49815e+06	 1.46511e+06	 
1.78	 2.43017e+06	 1.55657e+06	 2.02336e+06	 1.46506e+06	 2.02336e+06	 1.46506e+06	 
1.79	 2.66046e+06	 1.55568e+06	 2.49644e+06	 1.46485e+06	 2.49644e+06	 1.46485e+06	 
1.8	 2.43149e+06	 1.55461e+06	 2.01624e+06	 1.46449e+06	 2.01624e+06	 1.46449e+06	 
1.81	 2.66214e+06	 1.55338e+06	 2.49522e+06	 1.46398e+06	 2.49522e+06	 1.46398e+06	 
1.82	 2.43341e+06	 1.55198e+06	 2.0096e+06	 1.46331e+06	 2.0096e+06	 1.46331e+06	 
1.83	 2.66432e+06	 1.55043e+06	 2.49445e+06	 1.46249e+06	 2.49445e+06	 1.46249e+06	 
1.84	 2.43584e+06	 1.54875e+06	 2.0034e+06	 1.46151e+06	 2.0034e+06	 1.46151e+06	 
1.85	 2.66691e+06	 1.54693e+06	 2.49408e+06	 1.46038e+06	 2.49408e+06	 1.46038e+06	 
1.86	 2.43868e+06	 1.54499e+06	 1.99757e+06	 1.4591e+06	 1.99757e+06	 1.4591e+06	 
1.87	 2.6698e+06	 1.54293e+06	 2.49403e+06	 1.45767e+06	 2.49403e+06	 1.45767e+06	 
1.88	 2.44181e+06	 1.54077e+06	 1.99202e+06	 1.45609e+06	 1.99202e+06	 1.45609e+06	 
1.89	 2.67285e+06	 1.53852e+06	 2.4942e+06	 1.45437e+06	 2.4942e+06	 1.45437e+06	 
1.9	 2.4451e+06	 1.53618e+06	 1.98666e+06	 1.45251e+06	 1.98666e+06	 1.45251e+06	 
1.91	 2.67595e+06	 1.53376e+06	 2.49451e+06	 1.45052e+06	 2.49451e+06	 1.45052e+06	 
1.92	 2.44843e+06	 1.53127e+06	 1.98139e+06	 1.44841e+06	 1.98139e+06	 1.44841e+06	 
1.93	 2.67895e+06	 1.52871e+06	 2.49484e+06	 1.44619e+06	 2.49484e+06	 1.44619e+06	 
1.94	 2.45166e+06	 1.5261e+06	 1.9761e+06	 1.44387e+06	 1.9761e+06	 1.44387e+06	 
1.95	 2.68174e+06	 1.52345e+06	 2.4951e+06	 1.44146e+06	 2.4951e+06	 1.44146e+06	 
1.96	 2.45468e+06	 1.52076e+06	 1.9707e+06	 1.43896e+06	 1.9707e+06	 1.43896e+06	 
1.97	 2.6842e+06	 1.51804e+06	 2.49518e+06	 1.4364e+06	 2.49518e+06	 1.4364e+06	 
1.98	 2.45737e+06	 1.51531e+06	 1.96508e+06	 1.43379e+06	 1.96508e+06	 1.43379e+06	 
1.99	 2.68621e+06	 1.51257e+06	 2.495e+06	 1.43113e+06	 2.495e+06	 1.43113e+06	 
2	 2.45964e+06	 1.50983e+06	 1.95917e+06	 1.42844e+06	 1.95917e+06	 1.42844e+06	 
2.01	 2.6877e+06	 1.5071e+06	 2.49448e+06	 1.42573e+06	 2.49448e+06	 1.42573e+06	 
2.02	 2.46141e+06	 1.50441e+06	 1.9529e+06	 1.42301e+06	 1.9529e+06	 1.42301e+06	 
2.03	 2.6886e+06	 1.50175e+06	 2.49355e+06	 1.4203e+06	 2.49355e+06	 1.4203e+06	 
2.04	 2.46263e+06	 1.49914e+06	 1.9462e+06	 1.4176e+06	 1.9462e+06	 1.4176e+06	 
2.05	 2.68886e+06	 1.49658e+06	 2.49216e+06	 1.41493e+06	 2.49216e+06	 1.41493e+06	 
2.06	 2.46326e+06	 1.4941e+06	 1.93904e+06	 1.41229e+06	 1.93904e+06	 1.41229e+06	 
2.07	 2.68845e+06	 1.49169e+06	 2.49028e+06	 1.40969e+06	 2.49028e+06	 1.40969e+06	 
2.08	 2.46328e+06	 1.48938e+06	 1.93138e+06	 1.40715e+06	 1.93138e+06	 1.40715e+06	 
2.09	 2.68738e+06	 1.48715e+06	 2.48789e+06	 1.40467e+06	 2.48789e+06	 1.40467e+06	 
2.1	 2.46271e+06	 1.48503e+06	 1.92321e+06	 1.40225e+06	 1.92321e+06	 1.40225e+06	 
2.11	 2.68567e+06	 1.48301e+06	 2.48497e+06	 1.39991e+06	 2.48497e+06	 1.39991e+06	 
2.12	 2.46158e+06	 1.48111e+06	 1.91454e+06	 1.39765e+06	 1.91454e+06	 1.39765e+06	 
2.13	 2.68336e+06	 1.47932e+06	 2.48155e+06	 1.39547e+06	 2.48155e+06	 1.39547e+06	 
2.14	 2.45995e+06	 1.47764e+06	 1.90539e+06	 1.39338e+06	 1.90539e+06	 1.39338e+06	 
2.15	 2.68051e+06	 1.47608e+06	 2.47763e+06	 1.39137e+06	 2.47763e+06	 1.39137e+06	 
2.16	 2.45788e+06	 1.47463e+06	 1.89577e+06	 1.38945e+06	 1.89577e+06	 1.38945e+06	 
2.17	 2.67722e+06	 1.4733e+06	 2.47324e+06	 1.38763e+06	 2.47324e+06	 1.38763e+06	 
2.18	 2.45546e+06	 1.47207e+06	 1.88573e+06	 1.38588e+06	 1.88573e+06	 1.38588e+06	 
2.19	 2.67355e+06	 1.47095e+06	 2.46844e+06	 1.38423e+06	 2.46844e+06	 1.38423e+06	 
2.2	 2.45277e+06	 1.46994e+06	 1.87531e+06	 1.38265e+06	 1.87531e+06	 1.38265e+06	 
2.21	 2.66962e+06	 1.46901e+06	 2.46326e+06	 1.38116e+06	 2.46326e+06	 1.38116e+06	 
2.22	 2.44992e+06	 1.46817e+06	 1.86456e+06	 1.37974e+06	 1.86456e+06	 1.37974e+06	 
2.23	 2.66552e+06	 1.46742e+06	 2.45777e+06	 1.37839e+06	 2.45777e+06	 1.37839e+06	 
2.24	 2.447e+06	 1.46673e+06	 1.85355e+06	 1.3771e+06	 1.85355e+06	 1.3771e+06	 
2.25	 2.66135e+06	 1.46611e+06	 2.45203e+06	 1.37586e+06	 2.45203e+06	 1.37586e+06	 
2.26	 2.44411e+06	 1.46555e+06	 1.84236e+06	 1.37468e+06	 1.84236e+06	 1.37468e+06	 
2.27	 2.65721e+06	 1.46503e+06	 2.4461e+06	 1.37355e+06	 2.4461e+06	 1.37355e+06	 
2.28	 2.44135e+06	 1.46455e+06	 1.83104e+06	 1.37245e+06	 1.83104e+06	 1.37245e+06	 
2.29	 2.65319e+06	 1.46409e+06	 2.44008e+06	 1.37137e+06	 2.44008e+06	 1.37137e+06	 
2.3	 2.4388e+06	 1.46366e+06	 1.8197e+06	 1.37033e+06	 1.8197e+06	 1.37033e+06	 
2.31	 2.64939e+06	 1.46324e+06	 2.43405e+06	 1.3693e+06	 2.43405e+06	 1.3693e+06	 
