Time	 FairTen1	 AnchTen1	 FairTen2	 AnchTen2	 FairTen3	 AnchTen3	 
(s)	 (N)       	 (N)       	 (N)       	 (N)       	 (N)       	 (N)       	 
22.39	 2.3905e+06	 1.34952e+06	 2.41538e+06	 1.39968e+06	 2.41538e+06	 1.39968e+06	 
22.4	 2.07286e+06	 1.3503e+06	 1.59949e+06	 1.40016e+06	 1.59949e+06	 1.40016e+06	 
22.41	 2.39057e+06	 1.35109e+06	 2.41352e+06	 1.4006e+06	 2.41352e+06	 1.4006e+06	 
22.42	 2.08268e+06	 1.35187e+06	 1.59267e+06	 1.401e+06	 1.59267e+06	 1.401e+06	 
22.43	 2.39064e+06	 1.35264e+06	 2.41129e+06	 1.40136e+06	 2.41129e+06	 1.40136e+06	 
22.44	 2.09253e+06	 1.35341e+06	 1.58551e+06	 1.40168e+06	 1.58551e+06	 1.40168e+06	 
22.45	 2.39072e+06	 1.35418e+06	 2.40869e+06	 1.40196e+06	 2.40869e+06	 1.40196e+06	 
22.46	 2.10241e+06	 1.35493e+06	 1.57804e+06	 1.40222e+06	 1.57804e+06	 1.40222e+06	 
22.47	 2.3908e+06	 1.35567e+06	 2.40575e+06	 1.40244e+06	 2.40575e+06	 1.40244e+06	 
22.48	 2.11233e+06	 1.35641e+06	 1.5703e+06	 1.40265e+06	 1.5703e+06	 1.40265e+06	 
22.49	 2.3909e+06	 1.35713e+06	 2.40251e+06	 1.40285e+06	 2.40251e+06	 1.40285e+06	 
22.5	 2.12228e+06	 1.35784e+06	 1.56233e+06	 1.40304e+06	 1.56233e+06	 1.40304e+06	 
22.51	 2.39101e+06	 1.35853e+06	 2.39902e+06	 1.40322e+06	 2.39902e+06	 1.40322e+06	 
22.52	 2.13227e+06	 1.35921e+06	 1.55421e+06	 1.40341e+06	 1.55421e+06	 1.40341e+06	 
22.53	 2.39113e+06	 1.35988e+06	 2.39539e+06	 1.4036e+06	 2.39539e+06	 1.4036e+06	 
22.54	 2.14229e+06	 1.36053e+06	 1.54602e+06	 1.40381e+06	 1.54602e+06	 1.40381e+06	 
22.55	 2.39127e+06	 1.36116e+06	 2.39168e+06	 1.40402e+06	 2.39168e+06	 1.40402e+06	 
22.56	 2.15235e+06	 1.36178e+06	 1.53786e+06	 1.40425e+06	 1.53786e+06	 1.40425e+06	 
22.57	 2.39143e+06	 1.36237e+06	 2.38798e+06	 1.40449e+06	 2.38798e+06	 1.40449e+06	 
22.58	 2.16244e+06	 1.36295e+06	 1.5298e+06	 1.40475e+06	 1.5298e+06	 1.40475e+06	 
22.59	 2.39159e+06	 1.36351e+06	 2.38439e+06	 1.40501e+06	 2.38439e+06	 1.40501e+06	 
22.6	 2.17256e+06	 1.36405e+06	 1.52192e+06	 1.40528e+06	 1.52192e+06	 1.40528e+06	 
22.61	 2.39177e+06	 1.36458e+06	 2.38096e+06	 1.40555e+06	 2.38096e+06	 1.40555e+06	 
22.62	 2.18271e+06	 1.36508e+06	 1.51428e+06	 1.40582e+06	 1.51428e+06	 1.40582e+06	 
22.63	 2.39196e+06	 1.36556e+06	 2.37774e+06	 1.40609e+06	 2.37774e+06	 1.40609e+06	 
22.64	 2.19289e+06	 1.36602e+06	 1.50691e+06	 1.40634e+06	 1.50691e+06	 1.40634e+06	 
22.65	 2.39215e+06	 1.36646e+06	 2.37475e+06	 1.40657e+06	 2.37475e+06	 1.40657e+06	 
22.66	 2.20309e+06	 1.36688e+06	 1.49982e+06	 1.40678e+06	 1.49982e+06	 1.40678e+06	 
22.67	 2.39235e+06	 1.36729e+06	 2.37199e+06	 1.40697e+06	 2.37199e+06	 1.40697e+06	 
22.68	 2.21331e+06	 1.36767e+06	 1.493e+06	 1.40711e+06	 1.493e+06	 1.40711e+06	 
22.69	 2.39254e+06	 1.36803e+06	 2.36945e+06	 1.40722e+06	 2.36945e+06	 1.40722e+06	 
22.7	 2.22354e+06	 1.36837e+06	 1.48643e+06	 1.40727e+06	 1.48643e+06	 1.40727e+06	 
22.71	 2.39273e+06	 1.36869e+06	 2.36709e+06	 1.40728e+06	 2.36709e+06	 1.40728e+06	 
22.72	 2.23379e+06	 1.36899e+06	 1.48007e+06	 1.40723e+06	 1.48007e+06	 1.40723e+06	 
22.73	 2.39291e+06	 1.36928e+06	 2.36487e+06	 1.40712e+06	 2.36487e+06	 1.40712e+06	 
22.74	 2.24404e+06	 1.36954e+06	 1.47387e+06	 1.40695e+06	 1.47387e+06	 1.40695e+06	 
22.75	 2.39307e+06	 1.36979e+06	 2.36275e+06	 1.40671e+06	 2.36275e+06	 1.40671e+06	 
22.76	 2.2543e+06	 1.37001e+06	 1.4678e+06	 1.4064e+06	 1.4678e+06	 1.4064e+06	 
22.77	 2.39322e+06	 1.37022e+06	 2.36069e+06	 1.40602e+06	 2.36069e+06	 1.40602e+06	 
22.78	 2.26455e+06	 1.37041e+06	 1.46182e+06	 1.40556e+06	 1.46182e+06	 1.40556e+06	 
22.79	 2.39333e+06	 1.37059e+06	 2.35866e+06	 1.40504e+06	 2.35866e+06	 1.40504e+06	 
22.8	 2.27479e+06	 1.37075e+06	 1.4559e+06	 1.40445e+06	 1.4559e+06	 1.40445e+06	 
22.81	 2.39343e+06	 1.37089e+06	 2.35664e+06	 1.40379e+06	 2.35664e+06	 1.40379e+06	 
22.82	 2.28503e+06	 1.37101e+06	 1.45003e+06	 1.40306e+06	 1.45003e+06	 1.40306e+06	 
22.83	 2.39349e+06	 1.37112e+06	 2.35462e+06	 1.40227e+06	 2.35462e+06	 1.40227e+06	 
22.84	 2.29525e+06	 1.37121e+06	 1.44421e+06	 1.40143e+06	 1.44421e+06	 1.40143e+06	 
22.85	 2.39351e+06	 1.37128e+06	 2.35261e+06	 1.40053e+06	 2.35261e+06	 1.40053e+06	 
22.86	 2.30546e+06	 1.37134e+06	 1.43843e+06	 1.39958e+06	 1.43843e+06	 1.39958e+06	 
22.87	 2.39351e+06	 1.37138e+06	 2.3506e+06	 1.3986e+06	 2.3506e+06	 1.3986e+06	 
22.88	 2.31566e+06	 1.37141e+06	 1.43272e+06	 1.39758e+06	 1.43272e+06	 1.39758e+06	 
22.89	 2.39346e+06	 1.37142e+06	 2.34861e+06	 1.39653e+06	 2.34861e+06	 1.39653e+06	 
22.9	 2.32584e+06	 1.37142e+06	 1.42707e+06	 1.39547e+06	 1.42707e+06	 1.39547e+06	 
22.91	 2.39339e+06	 1.3714e+06	 2.34665e+06	 1.39439e+06	 2.34665e+06	 1.39439e+06	 
22.92	 2.336e+06	 1.37137e+06	 1.42149e+06	 1.39332e+06	 1.42149e+06	 1.39332e+06	 
22.93	 2.39328e+06	 1.37132e+06	 2.34472e+06	 1.39224e+06	 2.34472e+06	 1.39224e+06	 
22.94	 2.34616e+06	 1.37126e+06	 1.416e+06	 1.39118e+06	 1.416e+06	 1.39118e+06	 
22.95	 2.39314e+06	 1.37119e+06	 2.34283e+06	 1.39014e+06	 2.34283e+06	 1.39014e+06	 
22.96	 2.35631e+06	 1.3711e+06	 1.41057e+06	 1.38912e+06	 1.41057e+06	 1.38912e+06	 
22.97	 2.39297e+06	 1.371e+06	 2.34095e+06	 1.38813e+06	 2.34095e+06	 1.38813e+06	 
22.98	 2.36646e+06	 1.37088e+06	 1.4052e+06	 1.38718e+06	 1.4052e+06	 1.38718e+06	 
22.99	 2.39278e+06	 1.37075e+06	 2.33909e+06	 1.38627e+06	 2.33909e+06	 1.38627e+06	 
23	 2.37661e+06	 1.37061e+06	 1.39988e+06	 1.3854e+06	 1.39988e+06	 1.3854e+06	 
23.01	 2.39258e+06	 1.37045e+06	 2.33721e+06	 1.38457e+06	 2.33721e+06	 1.38457e+06	 
23.02	 2.38677e+06	 1.37029e+06	 1.39457e+06	 1.3838e+06	 1.39457e+06	 1.3838e+06	 
23.03	 2.39236e+06	 1.37011e+06	 2.3353e+06	 1.38307e+06	 2.3353e+06	 1.38307e+06	 
23.04	 2.39694e+06	 1.36991e+06	 1.38926e+06	 1.38239e+06	 1.38926e+06	 1.38239e+06	 
23.05	 2.39215e+06	 1.36971e+06	 2.33332e+06	 1.38176e+06	 2.33332e+06	 1.38176e+06	 
23.06	 2.40714e+06	 1.36949e+06	 1.38392e+06	 1.38117e+06	 1.38392e+06	 1.38117e+06	 
23.07	 2.39193e+06	 1.36927e+06	 2.33126e+06	 1.38063e+06	 2.33126e+06	 1.38063e+06	 
23.08	 2.41739e+06	 1.36903e+06	 1.3785e+06	 1.38012e+06	 1.3785e+06	 1.38012e+06	 
23.09	 2.39175e+06	 1.36878e+06	 2.32907e+06	 1.37966e+06	 2.32907e+06	 1.37966e+06	 
23.1	 2.42779e+06	 1.36852e+06	 1.37293e+06	 1.37923e+06	 1.37293e+06	 1.37923e+06	 
23.11	 2.3917e+06	 1.36825e+06	 2.32668e+06	 1.37883e+06	 2.32668e+06	 1.37883e+06	 
23.12	 2.43877e+06	 1.36797e+06	 1.36696e+06	 1.37846e+06	 1.36696e+06	 1.37846e+06	 
23.13	 2.3929e+06	 1.36768e+06	 2.32341e+06	 1.37811e+06	 2.32341e+06	 1.37811e+06	 
23.14	 2.45936e+06	 1.36738e+06	 1.35524e+06	 1.37779e+06	 1.35524e+06	 1.37779e+06	 
23.15	 2.39269e+06	 1.36707e+06	 2.32104e+06	 1.37748e+06	 2.32104e+06	 1.37748e+06	 
23.16	 2.45095e+06	 1.36676e+06	 1.36124e+06	 1.37719e+06	 1.36124e+06	 1.37719e+06	 
23.17	 2.39368e+06	 1.36643e+06	 2.31719e+06	 1.37691e+06	 2.31719e+06	 1.37691e+06	 
23.18	 2.47575e+06	 1.3661e+06	 1.34575e+06	 1.37665e+06	 1.34575e+06	 1.37665e+06	 
23.19	 2.39103e+06	 1.36576e+06	 2.31655e+06	 1.3764e+06	 2.31655e+06	 1.3764e+06	 
23.2	 2.4791e+06	 1.36542e+06	 1.34482e+06	 1.37616e+06	 1.34482e+06	 1.37616e+06	 
23.21	 2.39264e+06	 1.36507e+06	 2.31208e+06	 1.37592e+06	 2.31208e+06	 1.37592e+06	 
23.22	 2.48863e+06	 1.36471e+06	 1.33945e+06	 1.3757e+06	 1.33945e+06	 1.3757e+06	 
23.23	 2.39095e+06	 1.36435e+06	 2.30997e+06	 1.37548e+06	 2.30997e+06	 1.37548e+06	 
23.24	 2.50515e+06	 1.36399e+06	 1.32916e+06	 1.37528e+06	 1.32916e+06	 1.37528e+06	 
23.25	 2.39045e+06	 1.36362e+06	 2.30774e+06	 1.37508e+06	 2.30774e+06	 1.37508e+06	 
23.26	 2.49966e+06	 1.36325e+06	 1.33365e+06	 1.37489e+06	 1.33365e+06	 1.37489e+06	 
23.27	 2.38884e+06	 1.36288e+06	 2.30501e+06	 1.37472e+06	 2.30501e+06	 1.37472e+06	 
23.28	 2.51822e+06	 1.36251e+06	 1.32192e+06	 1.37455e+06	 1.32192e+06	 1.37455e+06	 
23.29	 2.38617e+06	 1.36213e+06	 2.30421e+06	 1.3744e+06	 2.30421e+06	 1.3744e+06	 
23.3	 2.52121e+06	 1.36176e+06	 1.32128e+06	 1.37426e+06	 1.32128e+06	 1.37426e+06	 
23.31	 2.38428e+06	 1.36139e+06	 2.30214e+06	 1.37414e+06	 2.30214e+06	 1.37414e+06	 
23.32	 2.52951e+06	 1.36102e+06	 1.31669e+06	 1.37402e+06	 1.31669e+06	 1.37402e+06	 
23.33	 2.38304e+06	 1.36065e+06	 2.30034e+06	 1.37392e+06	 2.30034e+06	 1.37392e+06	 
23.34	 2.53799e+06	 1.36029e+06	 1.31265e+06	 1.37384e+06	 1.31265e+06	 1.37384e+06	 
23.35	 2.38152e+06	 1.35994e+06	 2.29884e+06	 1.37376e+06	 2.29884e+06	 1.37376e+06	 
23.36	 2.54634e+06	 1.3596e+06	 1.30893e+06	 1.37369e+06	 1.30893e+06	 1.37369e+06	 
23.37	 2.38028e+06	 1.35927e+06	 2.29746e+06	 1.37363e+06	 2.29746e+06	 1.37363e+06	 
23.38	 2.55499e+06	 1.35897e+06	 1.30539e+06	 1.37358e+06	 1.30539e+06	 1.37358e+06	 
23.39	 2.37928e+06	 1.35869e+06	 2.29626e+06	 1.37352e+06	 2.29626e+06	 1.37352e+06	 
23.4	 2.56394e+06	 1.35843e+06	 1.30204e+06	 1.37347e+06	 1.30204e+06	 1.37347e+06	 
23.41	 2.37853e+06	 1.3582e+06	 2.29521e+06	 1.37341e+06	 2.29521e+06	 1.37341e+06	 
23.42	 2.57326e+06	 1.35801e+06	 1.29885e+06	 1.37335e+06	 1.29885e+06	 1.37335e+06	 
23.43	 2.3781e+06	 1.35784e+06	 2.29431e+06	 1.37328e+06	 2.29431e+06	 1.37328e+06	 
23.44	 2.5831e+06	 1.35768e+06	 1.29574e+06	 1.37321e+06	 1.29574e+06	 1.37321e+06	 
23.45	 2.37812e+06	 1.35755e+06	 2.29345e+06	 1.37314e+06	 2.29345e+06	 1.37314e+06	 
23.46	 2.59408e+06	 1.35741e+06	 1.29233e+06	 1.37308e+06	 1.29233e+06	 1.37308e+06	 
23.47	 2.38075e+06	 1.35728e+06	 2.29133e+06	 1.37302e+06	 2.29133e+06	 1.37302e+06	 
23.48	 2.60348e+06	 1.35712e+06	 1.29057e+06	 1.37298e+06	 1.29057e+06	 1.37298e+06	 
23.49	 2.37875e+06	 1.35695e+06	 2.29209e+06	 1.37295e+06	 2.29209e+06	 1.37295e+06	 
23.5	 2.61331e+06	 1.35673e+06	 1.28767e+06	 1.37294e+06	 1.28767e+06	 1.37294e+06	 
23.51	 2.37967e+06	 1.35647e+06	 2.29189e+06	 1.37295e+06	 2.29189e+06	 1.37295e+06	 
23.52	 2.62339e+06	 1.35616e+06	 1.2862e+06	 1.373e+06	 1.2862e+06	 1.373e+06	 
23.53	 2.37878e+06	 1.35579e+06	 2.29225e+06	 1.37308e+06	 2.29225e+06	 1.37308e+06	 
23.54	 2.63301e+06	 1.35534e+06	 1.28436e+06	 1.37319e+06	 1.28436e+06	 1.37319e+06	 
23.55	 2.38006e+06	 1.35481e+06	 2.29185e+06	 1.37335e+06	 2.29185e+06	 1.37335e+06	 
23.56	 2.64649e+06	 1.35421e+06	 1.28079e+06	 1.37355e+06	 1.28079e+06	 1.37355e+06	 
23.57	 2.38041e+06	 1.35351e+06	 2.2921e+06	 1.37379e+06	 2.2921e+06	 1.37379e+06	 
23.58	 2.65032e+06	 1.35273e+06	 1.28303e+06	 1.37409e+06	 1.28303e+06	 1.37409e+06	 
23.59	 2.3815e+06	 1.35187e+06	 2.29186e+06	 1.37443e+06	 2.29186e+06	 1.37443e+06	 
23.6	 2.66575e+06	 1.35092e+06	 1.27825e+06	 1.37483e+06	 1.27825e+06	 1.37483e+06	 
23.61	 2.38148e+06	 1.34991e+06	 2.29265e+06	 1.37527e+06	 2.29265e+06	 1.37527e+06	 
23.62	 2.67364e+06	 1.34885e+06	 1.27849e+06	 1.37575e+06	 1.27849e+06	 1.37575e+06	 
23.63	 2.38223e+06	 1.34774e+06	 2.2927e+06	 1.37627e+06	 2.2927e+06	 1.37627e+06	 
23.64	 2.68431e+06	 1.3466e+06	 1.27682e+06	 1.37682e+06	 1.27682e+06	 1.37682e+06	 
23.65	 2.38333e+06	 1.34545e+06	 2.29279e+06	 1.3774e+06	 2.29279e+06	 1.3774e+06	 
23.66	 2.69514e+06	 1.34431e+06	 1.27531e+06	 1.37801e+06	 1.27531e+06	 1.37801e+06	 
23.67	 2.38438e+06	 1.34319e+06	 2.29289e+06	 1.37864e+06	 2.29289e+06	 1.37864e+06	 
23.68	 2.70596e+06	 1.34211e+06	 1.27384e+06	 1.37928e+06	 1.27384e+06	 1.37928e+06	 
23.69	 2.38561e+06	 1.34108e+06	 2.29292e+06	 1.37993e+06	 2.29292e+06	 1.37993e+06	 
23.7	 2.71697e+06	 1.34012e+06	 1.27234e+06	 1.38059e+06	 1.27234e+06	 1.38059e+06	 
23.71	 2.387e+06	 1.33924e+06	 2.29288e+06	 1.38125e+06	 2.29288e+06	 1.38125e+06	 
23.72	 2.72815e+06	 1.33844e+06	 1.27081e+06	 1.38192e+06	 1.27081e+06	 1.38192e+06	 
23.73	 2.38853e+06	 1.33773e+06	 2.29276e+06	 1.38259e+06	 2.29276e+06	 1.38259e+06	 
23.74	 2.73948e+06	 1.33712e+06	 1.26923e+06	 1.38326e+06	 1.26923e+06	 1.38326e+06	 
23.75	 2.3902e+06	 1.3366e+06	 2.29257e+06	 1.38394e+06	 2.29257e+06	 1.38394e+06	 
23.76	 2.75097e+06	 1.33618e+06	 1.26762e+06	 1.38462e+06	 1.26762e+06	 1.38462e+06	 
23.77	 2.39201e+06	 1.33585e+06	 2.29231e+06	 1.38531e+06	 2.29231e+06	 1.38531e+06	 
23.78	 2.76259e+06	 1.3356e+06	 1.26597e+06	 1.386e+06	 1.26597e+06	 1.386e+06	 
23.79	 2.39393e+06	 1.33543e+06	 2.29196e+06	 1.38671e+06	 2.29196e+06	 1.38671e+06	 
23.8	 2.77433e+06	 1.33532e+06	 1.26429e+06	 1.38744e+06	 1.26429e+06	 1.38744e+06	 
23.81	 2.39595e+06	 1.33527e+06	 2.29155e+06	 1.38818e+06	 2.29155e+06	 1.38818e+06	 
23.82	 2.78614e+06	 1.33526e+06	 1.26259e+06	 1.38895e+06	 1.26259e+06	 1.38895e+06	 
23.83	 2.39803e+06	 1.33529e+06	 2.29109e+06	 1.38974e+06	 2.29109e+06	 1.38974e+06	 
23.84	 2.798e+06	 1.33534e+06	 1.26088e+06	 1.39055e+06	 1.26088e+06	 1.39055e+06	 
23.85	 2.40013e+06	 1.33541e+06	 2.29059e+06	 1.39138e+06	 2.29059e+06	 1.39138e+06	 
23.86	 2.8099e+06	 1.3355e+06	 1.25915e+06	 1.39223e+06	 1.25915e+06	 1.39223e+06	 
23.87	 2.40224e+06	 1.3356e+06	 2.29005e+06	 1.3931e+06	 2.29005e+06	 1.3931e+06	 
23.88	 2.82197e+06	 1.33571e+06	 1.25735e+06	 1.39399e+06	 1.25735e+06	 1.39399e+06	 
23.89	 2.40454e+06	 1.33583e+06	 2.28937e+06	 1.39488e+06	 2.28937e+06	 1.39488e+06	 
23.9	 2.83517e+06	 1.33595e+06	 1.25494e+06	 1.39579e+06	 1.25494e+06	 1.39579e+06	 
23.91	 2.4059e+06	 1.33608e+06	 2.28922e+06	 1.3967e+06	 2.28922e+06	 1.3967e+06	 
23.92	 2.85998e+06	 1.33621e+06	 1.24571e+06	 1.39761e+06	 1.24571e+06	 1.39761e+06	 
23.93	 2.40956e+06	 1.33635e+06	 2.28803e+06	 1.39851e+06	 2.28803e+06	 1.39851e+06	 
23.94	 2.84338e+06	 1.33651e+06	 1.26142e+06	 1.3994e+06	 1.26142e+06	 1.3994e+06	 
23.95	 2.41264e+06	 1.33668e+06	 2.28601e+06	 1.40028e+06	 2.28601e+06	 1.40028e+06	 
23.96	 2.8779e+06	 1.33686e+06	 1.24534e+06	 1.40113e+06	 1.24534e+06	 1.40113e+06	 
23.97	 2.41157e+06	 1.33707e+06	 2.28847e+06	 1.40197e+06	 2.28847e+06	 1.40197e+06	 
23.98	 2.88062e+06	 1.3373e+06	 1.25192e+06	 1.40277e+06	 1.25192e+06	 1.40277e+06	 
23.99	 2.41253e+06	 1.33755e+06	 2.28819e+06	 1.40355e+06	 2.28819e+06	 1.40355e+06	 
24	 2.88982e+06	 1.33784e+06	 1.25078e+06	 1.40429e+06	 1.25078e+06	 1.40429e+06	 
24.01	 2.41461e+06	 1.33815e+06	 2.28829e+06	 1.405e+06	 2.28829e+06	 1.405e+06	 
24.02	 2.9029e+06	 1.33849e+06	 1.24999e+06	 1.40567e+06	 1.24999e+06	 1.40567e+06	 
24.03	 2.41567e+06	 1.33887e+06	 2.28884e+06	 1.4063e+06	 2.28884e+06	 1.4063e+06	 
24.04	 2.91381e+06	 1.33928e+06	 1.24984e+06	 1.40689e+06	 1.24984e+06	 1.40689e+06	 
24.05	 2.41715e+06	 1.33972e+06	 2.28915e+06	 1.40744e+06	 2.28915e+06	 1.40744e+06	 
24.06	 2.92669e+06	 1.34019e+06	 1.24873e+06	 1.40795e+06	 1.24873e+06	 1.40795e+06	 
24.07	 2.41844e+06	 1.3407e+06	 2.28981e+06	 1.40841e+06	 2.28981e+06	 1.40841e+06	 
24.08	 2.93385e+06	 1.34124e+06	 1.25113e+06	 1.40884e+06	 1.25113e+06	 1.40884e+06	 
24.09	 2.42024e+06	 1.34181e+06	 2.29024e+06	 1.40922e+06	 2.29024e+06	 1.40922e+06	 
24.1	 2.94829e+06	 1.3424e+06	 1.24942e+06	 1.40956e+06	 1.24942e+06	 1.40956e+06	 
24.11	 2.42148e+06	 1.34303e+06	 2.29131e+06	 1.40986e+06	 2.29131e+06	 1.40986e+06	 
24.12	 2.9582e+06	 1.34368e+06	 1.25073e+06	 1.41011e+06	 1.25073e+06	 1.41011e+06	 
24.13	 2.42341e+06	 1.34437e+06	 2.29198e+06	 1.41033e+06	 2.29198e+06	 1.41033e+06	 
24.14	 2.97003e+06	 1.34508e+06	 1.25097e+06	 1.4105e+06	 1.25097e+06	 1.4105e+06	 
24.15	 2.42575e+06	 1.34583e+06	 2.2927e+06	 1.41062e+06	 2.2927e+06	 1.41062e+06	 
24.16	 2.98213e+06	 1.34661e+06	 1.25134e+06	 1.41071e+06	 1.25134e+06	 1.41071e+06	 
24.17	 2.42826e+06	 1.34742e+06	 2.29346e+06	 1.41075e+06	 2.29346e+06	 1.41075e+06	 
24.18	 2.99443e+06	 1.34826e+06	 1.25178e+06	 1.41075e+06	 1.25178e+06	 1.41075e+06	 
24.19	 2.43107e+06	 1.34913e+06	 2.29418e+06	 1.4107e+06	 2.29418e+06	 1.4107e+06	 
24.2	 3.00699e+06	 1.35003e+06	 1.25224e+06	 1.41062e+06	 1.25224e+06	 1.41062e+06	 
24.21	 2.43412e+06	 1.35095e+06	 2.29489e+06	 1.4105e+06	 2.29489e+06	 1.4105e+06	 
24.22	 3.01979e+06	 1.35188e+06	 1.2527e+06	 1.41036e+06	 1.2527e+06	 1.41036e+06	 
24.23	 2.43737e+06	 1.35281e+06	 2.29557e+06	 1.41019e+06	 2.29557e+06	 1.41019e+06	 
24.24	 3.03277e+06	 1.35373e+06	 1.25316e+06	 1.41001e+06	 1.25316e+06	 1.41001e+06	 
24.25	 2.44077e+06	 1.35462e+06	 2.29621e+06	 1.40983e+06	 2.29621e+06	 1.40983e+06	 
24.26	 3.04589e+06	 1.35549e+06	 1.25362e+06	 1.40965e+06	 1.25362e+06	 1.40965e+06	 
24.27	 2.44431e+06	 1.35631e+06	 2.2968e+06	 1.40948e+06	 2.2968e+06	 1.40948e+06	 
24.28	 3.05914e+06	 1.35708e+06	 1.25405e+06	 1.40933e+06	 1.25405e+06	 1.40933e+06	 
24.29	 2.44794e+06	 1.35779e+06	 2.29733e+06	 1.4092e+06	 2.29733e+06	 1.4092e+06	 
24.3	 3.07248e+06	 1.35845e+06	 1.25445e+06	 1.40909e+06	 1.25445e+06	 1.40909e+06	 
24.31	 2.45166e+06	 1.35905e+06	 2.29777e+06	 1.40901e+06	 2.29777e+06	 1.40901e+06	 
24.32	 3.08589e+06	 1.3596e+06	 1.25478e+06	 1.40895e+06	 1.25478e+06	 1.40895e+06	 
24.33	 2.45544e+06	 1.3601e+06	 2.29811e+06	 1.40891e+06	 2.29811e+06	 1.40891e+06	 
24.34	 3.09938e+06	 1.36056e+06	 1.25504e+06	 1.40889e+06	 1.25504e+06	 1.40889e+06	 
24.35	 2.45928e+06	 1.36097e+06	 2.29833e+06	 1.40889e+06	 2.29833e+06	 1.40889e+06	 
24.36	 3.11293e+06	 1.36135e+06	 1.25522e+06	 1.4089e+06	 1.25522e+06	 1.4089e+06	 
24.37	 2.46317e+06	 1.3617e+06	 2.29843e+06	 1.40893e+06	 2.29843e+06	 1.40893e+06	 
24.38	 3.12652e+06	 1.36202e+06	 1.2553e+06	 1.40896e+06	 1.2553e+06	 1.40896e+06	 
24.39	 2.46711e+06	 1.36232e+06	 2.2984e+06	 1.40899e+06	 2.2984e+06	 1.40899e+06	 
24.4	 3.14017e+06	 1.3626e+06	 1.25528e+06	 1.40903e+06	 1.25528e+06	 1.40903e+06	 
24.41	 2.47109e+06	 1.36287e+06	 2.29823e+06	 1.40907e+06	 2.29823e+06	 1.40907e+06	 
24.42	 3.15385e+06	 1.36312e+06	 1.25517e+06	 1.40911e+06	 1.25517e+06	 1.40911e+06	 
24.43	 2.4751e+06	 1.36336e+06	 2.29793e+06	 1.40915e+06	 2.29793e+06	 1.40915e+06	 
24.44	 3.16756e+06	 1.3636e+06	 1.25496e+06	 1.40918e+06	 1.25496e+06	 1.40918e+06	 
24.45	 2.47915e+06	 1.36384e+06	 2.2975e+06	 1.40921e+06	 2.2975e+06	 1.40921e+06	 
24.46	 3.1813e+06	 1.36409e+06	 1.25466e+06	 1.40922e+06	 1.25466e+06	 1.40922e+06	 
24.47	 2.48322e+06	 1.36434e+06	 2.29695e+06	 1.40923e+06	 2.29695e+06	 1.40923e+06	 
24.48	 3.19509e+06	 1.36461e+06	 1.25428e+06	 1.40923e+06	 1.25428e+06	 1.40923e+06	 
24.49	 2.48736e+06	 1.36491e+06	 2.29628e+06	 1.40921e+06	 2.29628e+06	 1.40921e+06	 
24.5	 3.20911e+06	 1.36522e+06	 1.25373e+06	 1.40917e+06	 1.25373e+06	 1.40917e+06	 
24.51	 2.49207e+06	 1.36555e+06	 2.29521e+06	 1.40912e+06	 2.29521e+06	 1.40912e+06	 
24.52	 3.22641e+06	 1.36592e+06	 1.25138e+06	 1.40905e+06	 1.25138e+06	 1.40905e+06	 
24.53	 2.49573e+06	 1.36631e+06	 2.29469e+06	 1.40896e+06	 2.29469e+06	 1.40896e+06	 
24.54	 3.23174e+06	 1.36673e+06	 1.25555e+06	 1.40886e+06	 1.25555e+06	 1.40886e+06	 
24.55	 2.50005e+06	 1.36717e+06	 2.29362e+06	 1.40873e+06	 2.29362e+06	 1.40873e+06	 
24.56	 3.25123e+06	 1.36764e+06	 1.2517e+06	 1.40859e+06	 1.2517e+06	 1.40859e+06	 
24.57	 2.50263e+06	 1.36813e+06	 2.29373e+06	 1.40842e+06	 2.29373e+06	 1.40842e+06	 
24.58	 3.26082e+06	 1.36864e+06	 1.25367e+06	 1.40824e+06	 1.25367e+06	 1.40824e+06	 
24.59	 2.50605e+06	 1.36916e+06	 2.29308e+06	 1.40804e+06	 2.29308e+06	 1.40804e+06	 
24.6	 3.27376e+06	 1.3697e+06	 1.25352e+06	 1.40782e+06	 1.25352e+06	 1.40782e+06	 
24.61	 2.50954e+06	 1.37024e+06	 2.29256e+06	 1.40759e+06	 2.29256e+06	 1.40759e+06	 
24.62	 3.28647e+06	 1.37079e+06	 1.25369e+06	 1.40734e+06	 1.25369e+06	 1.40734e+06	 
24.63	 2.51271e+06	 1.37134e+06	 2.29222e+06	 1.40707e+06	 2.29222e+06	 1.40707e+06	 
24.64	 3.29886e+06	 1.37188e+06	 1.25409e+06	 1.40678e+06	 1.25409e+06	 1.40678e+06	 
24.65	 2.51581e+06	 1.37242e+06	 2.29198e+06	 1.40648e+06	 2.29198e+06	 1.40648e+06	 
24.66	 3.31113e+06	 1.37294e+06	 1.25465e+06	 1.40617e+06	 1.25465e+06	 1.40617e+06	 
24.67	 2.51878e+06	 1.37345e+06	 2.29189e+06	 1.40584e+06	 2.29189e+06	 1.40584e+06	 
24.68	 3.32327e+06	 1.37395e+06	 1.25542e+06	 1.40549e+06	 1.25542e+06	 1.40549e+06	 
24.69	 2.52164e+06	 1.37443e+06	 2.29197e+06	 1.40514e+06	 2.29197e+06	 1.40514e+06	 
24.7	 3.33527e+06	 1.37488e+06	 1.25639e+06	 1.40476e+06	 1.25639e+06	 1.40476e+06	 
