AeroFx,AeroFy,AeroFz,AeroMx,AeroMy,AeroMz,AeroThrust,GenPwr,GenTq,HSS_Spd,HydroFx,HydroFy,HydroFz,HydroMx,HydroMy,HydroMz,MoorFx,MoorFy,MoorFz,MoorMx,MoorMy,MoorMz,PitchCmd,PtfmHeave,PtfmHeaveVel,PtfmPitch,PtfmPitchVel,PtfmRoll,PtfmRollVel,PtfmSurge,PtfmSurgeVel,PtfmSway,PtfmSwayVel,PtfmYaw,PtfmYawVel,RotSpeed,Time,WaveElev,WindSpeed,dof_B1E1,dof_B1F1,dof_B1F2,dof_B2E1,dof_B2F1,dof_B2F2,dof_B3E1,dof_B3F1,dof_B3F2,dof_DrTr,dof_GenAz,dof_Heave,dof_NacYaw,dof_Pitch,dof_Roll,dof_Surge,dof_Sway,dof_TwrFA1,dof_TwrFA2,dof_TwrSS1,dof_TwrSS2,dof_Yaw,env_wave_elev,env_wind_speed,gen_torque,qB1E1,qB1F1,qB1F2,qB2E1,qB2F1,qB2F2,qB3E1,qB3F1,qB3F2,qDrTr,qGeAz,qHv,qP,qR,qSg,qSw,qTFA1,qTFA2,qTSS1,qTSS2,qY,qyaw,thrust,time
-4065.6260063319733,0.0,0.0,0.0,-365906.3405698777,0.0,-4065.6260063319733,2479338.7561463322,43093.55,60.94689747964199,-662255.9385189521,0.0,-13118462.846182412,-6.146728992462158e-08,-45669366.12328332,-4.190951585769653e-08,-6.187454983592033,0.0,-1979296.783997564,0.0,5.345696542412043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6283185307179586,0.0,1.83,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01884955592153876,-0.000357769905191323,0.0,-2.7440406677147172e-06,-2.8003299908069834e-21,-5.5381697049239716e-05,3.279348281903219e-20,0.001065511933036255,0.0,-0.0008078292438459039,0.0,-1.0971159731426227e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,-0.000357769905191323,-0.0001572219490723136,-1.6044708971714878e-19,-5.5381697049239716e-05,3.279348281903219e-20,0.001065511933036255,0.0,-0.0008078292438459039,0.0,-6.286011489746046e-21,0.0,0.0,0.03
-4021.767121290091,0.0,0.0,0.0,-361959.0409161082,0.0,-4021.767121290091,2479338.7561463322,43093.55,60.94689747964199,-923017.8260347296,-1.1338077082097694e-13,-13075661.026272248,-6.891787052154541e-08,-37250129.174781196,-4.0512531995773315e-08,75.59014255588409,0.0,-1979231.775248255,0.0,-322.14064396731555,5.684341886080801e-13,0.0,-0.0009932769116264358,-0.03970350789464489,-7.515263162089825e-06,-0.00029522665126096204,-8.318811907603608e-21,-3.4236751564564727e-19,-0.0001550586537756477,-0.006262562621258832,9.741734044311472e-20,4.009252623112425e-18,-2.873817831456539e-22,-1.176097744051235e-20,0.6283185307179586,0.05,1.8290402915511532,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03769911184307752,-0.0014299134941693397,0.0,-1.0744285968676012e-05,-1.228923361596188e-20,-0.00022414719730694927,1.4391242912634003e-19,0.0038471031970786114,0.0,-0.002759956194859316,0.0,-4.1099220085535633e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,-0.0014299134941693397,-0.0006156022398867649,-7.041212196449112e-19,-0.00022414719730694927,1.4391242912634003e-19,0.0038471031970786114,0.0,-0.002759956194859316,0.0,-2.354811852180494e-20,0.0,0.0,0.060000000000000005
-4021.767121290091,0.0,0.0,0.0,-361959.0409161082,0.0,-4021.767121290091,2479338.7561463322,43093.55,60.94689747964199,-923017.8260347296,-1.1338077082097694e-13,-13075661.026272248,-6.891787052154541e-08,-37250129.174781196,-4.0512531995773315e-08,75.59014255588409,0.0,-1979231.775248255,0.0,-322.14064396731555,5.684341886080801e-13,0.0,-0.0009932769116264358,-0.03970350789464489,-7.515263162089825e-06,-0.00029522665126096204,-8.318811907603608e-21,-3.4236751564564727e-19,-0.0001550586537756477,-0.006262562621258832,9.741734044311472e-20,4.009252623112425e-18,-2.873817831456539e-22,-1.176097744051235e-20,0.6283185307179586,0.05,1.8290402915511532,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05654866776461627,-0.0032143467448869753,0.0,-2.3647347470312816e-05,-2.808769726590761e-20,-0.0005100815946220077,3.289151413366312e-19,0.007648058631156884,0.0,-0.00506050472588496,0.0,-9.312984109649615e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2399999999999998,-0.0032143467448869753,-0.0013548932067282882,-1.6093065095776474e-18,-0.0005100815946220077,3.289151413366312e-19,0.007648058631156884,0.0,-0.00506050472588496,0.0,-5.3359468415532366e-20,0.0,0.0,0.09
-3981.3330361366934,0.0,0.0,0.0,-358319.97325230273,0.0,-3981.3330361366934,2479338.7561463322,43093.55,60.94689747964199,-1182337.532882921,-2.2808648129366395e-13,-13016412.012225986,-5.960464477539063e-08,-28792737.471433386,-3.026798367500305e-08,329.415330465883,0.0,-1979037.6423515235,0.0,-1509.9126146063209,2.2737367544323206e-12,0.0,-0.003967020067811666,-0.0792071862563135,-2.8976852997002928e-05,-0.0005577998809888349,-3.4642847052705344e-20,-6.939237943725467e-19,-0.0006320887474494133,-0.01287779651974611,4.0567589975762044e-19,8.125817122024037e-18,-1.1378314579494466e-21,-2.1994804343088983e-20,0.6283185307179586,0.09999999999999999,1.8261621728060402,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07539822368615502,-0.005708540482901578,0.0,-4.1101300574956795e-05,-4.987774495567762e-20,-0.0009170297554752905,5.840744028280278e-19,0.01189858952503194,0.0,-0.007068072183016864,0.0,-1.6282211598731002e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.319999999999999,-0.005708540482901578,-0.0023549310554436486,-2.857784277590259e-18,-0.0009170297554752905,5.840744028280278e-19,0.01189858952503194,0.0,-0.007068072183016864,0.0,-9.32902005746243e-20,0.0,0.0,0.11999999999999998
-3981.3330361366934,0.0,0.0,0.0,-358319.97325230273,0.0,-3981.3330361366934,2479338.7561463322,43093.55,60.94689747964199,-1182337.532882921,-2.2808648129366395e-13,-13016412.012225986,-5.960464477539063e-08,-28792737.471433386,-3.026798367500305e-08,329.415330465883,0.0,-1979037.6423515235,0.0,-1509.9126146063209,2.2737367544323206e-12,0.0,-0.003967020067811666,-0.0792071862563135,-2.8976852997002928e-05,-0.0005577998809888349,-3.4642847052705344e-20,-6.939237943725467e-19,-0.0006320887474494133,-0.01287779651974611,4.0567589975762044e-19,8.125817122024037e-18,-1.1378314579494466e-21,-2.1994804343088983e-20,0.6283185307179586,0.09999999999999999,1.8261621728060402,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09424777960769377,-0.008909522244917959,0.0,-6.276225423534311e-05,-7.736740701638753e-20,-0.0014490880318098788,9.059672877594875e-19,0.016340443206402988,0.0,-0.008519756712816936,0.0,-2.5643970581352893e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.399999999999999,-0.008909522244917959,-0.003596012280412236,-4.432825893909839e-18,-0.0014490880318098788,9.059672877594875e-19,0.016340443206402988,0.0,-0.008519756712816936,0.0,-1.469291284269165e-19,0.0,0.0,0.15
-3944.2186769422888,0.0,0.0,0.0,-354979.6809248059,0.0,-3944.2186769422888,2479338.7561463322,43093.55,60.94689747964199,-1439857.596057602,-3.29735749940646e-13,-12940812.857890978,-7.916241884231567e-08,-20309719.70542366,-4.6100467443466187e-08,768.3992603658698,0.0,-1978716.2117857395,0.0,-3870.866006799042,4.547473508864641e-12,0.0,-0.008909522244917959,-0.1184424850454239,-6.276225423534311e-05,-0.0007884014510677181,-7.736740701638753e-20,-1.018267868393513e-18,-0.0014490880318098788,-0.019868284218319633,9.059672877594875e-19,1.1923359469066411e-17,-2.5643970581352893e-21,-3.48623244241464e-20,0.6283185307179586,0.15,1.8213686625131607,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11309733552923253,-0.012813878430635296,0.0,-8.829440342627735e-05,-1.109059285193847e-19,-0.0021106090624431533,1.2986794211531186e-18,0.021052887235297513,0.0,-0.009564184761868235,0.0,-3.723051895691191e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.479999999999999,-0.012813878430635296,-0.005058896670951127,-6.354441627140334e-18,-0.0021106090624431533,1.2986794211531186e-18,0.021052887235297513,0.0,-0.009564184761868235,0.0,-2.1331516053128561e-19,0.0,0.0,0.18000000000000002
-3910.262987904523,0.0,0.0,0.0,-351923.6689114069,0.0,-3910.262987904523,2479338.7561463322,43093.55,60.94689747964199,-1695222.2283556757,-4.2927611949021083e-13,-12848989.184143659,-6.239861249923706e-08,-11813462.020292334,-3.725290298461914e-08,1406.6798831532942,0.0,-1978269.9362502927,0.0,-7726.212171504274,7.275957614183426e-12,0.0,-0.01580566171830304,-0.15734139426103863,-0.00010730220000767475,-0.0009880551907872146,-1.3650312965139143e-19,-1.3471108425063739e-18,-0.002625750437529158,-0.02726699655105667,1.5983971627015387e-18,1.5773174263599685e-17,-4.601267702594644e-21,-4.625534763660071e-20,0.6283185307179586,0.20000000000000004,1.8146647884018339,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1319468914507713,-0.0174177567196931,0.0,-0.00011736483059132315,-1.5016376567102366e-19,-0.0029060504762374205,1.758346973863654e-18,0.02633646360764172,0.0,-0.010622456486597976,0.0,-5.0756131161010145e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.559999999999999,-0.0174177567196931,-0.00672450945615071,-8.603750008741132e-18,-0.0029060504762374205,1.758346973863654e-18,0.02633646360764172,0.0,-0.010622456486597976,0.0,-2.9081120999383244e-19,0.0,0.0,0.21000000000000005
-3910.262987904523,0.0,0.0,0.0,-351923.6689114069,0.0,-3910.262987904523,2479338.7561463322,43093.55,60.94689747964199,-1695222.2283556757,-4.2927611949021083e-13,-12848989.184143659,-6.239861249923706e-08,-11813462.020292334,-3.725290298461914e-08,1406.6798831532942,0.0,-1978269.9362502927,0.0,-7726.212171504274,7.275957614183426e-12,0.0,-0.01580566171830304,-0.15734139426103863,-0.00010730220000767475,-0.0009880551907872146,-1.3650312965139143e-19,-1.3471108425063739e-18,-0.002625750437529158,-0.02726699655105667,1.5983971627015387e-18,1.5773174263599685e-17,-4.601267702594644e-21,-4.625534763660071e-20,0.6283185307179586,0.20000000000000004,1.8146647884018339,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15079644737231004,-0.022716868734557295,0.0,-0.00014963622952568332,-1.9521466113819988e-19,-0.0038397561069056074,2.285828494778432e-18,0.0325254110631449,0.0,-0.012162015188182494,0.0,-6.650707182861416e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.639999999999999,-0.022716868734557295,-0.00857352441407253,-1.1184976182295381e-17,-0.0038397561069056074,2.285828494778432e-18,0.0325254110631449,0.0,-0.012162015188182494,0.0,-3.810574523553006e-19,0.0,0.0,0.24000000000000007
-3879.5431512108103,0.0,0.0,0.0,-349158.8836089729,0.0,-3879.5431512108103,2479338.7561463322,43093.55,60.94689747964199,-1948088.2474524467,-5.224566280549912e-13,-12741090.209328188,-6.51925802230835e-08,-3316360.087250626,-3.166496753692627e-08,2256.7074867198244,0.0,-1977701.9151898627,0.0,-13371.577770743519,1.0913936421275139e-11,0.0,-0.02463693214083909,-0.19583655671383282,-0.0001610449764337731,-0.001156294247266171,-2.1169913341169147e-19,-1.6734735220376314e-18,-0.004182426644310503,-0.035062548261971256,2.4788343493101166e-18,1.95934724131565e-17,-7.219194325727873e-21,-5.83034790622078e-20,0.6283185307179586,0.25000000000000006,1.8060575819088087,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1696460032938488,-0.02870649294149063,0.0,-0.00018476103358838937,-2.4648849075148626e-19,-0.004915770740208668,2.886152743304537e-18,0.03981648324452589,0.0,-0.014489243797956066,0.0,-8.425159607602804e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.719999999999999,-0.02870649294149063,-0.010586027443089554,-1.4122750218609587e-17,-0.004915770740208668,2.886152743304537e-18,0.03981648324452589,0.0,-0.014489243797956066,0.0,-4.827260872397375e-19,0.0,0.0,0.2700000000000001
-3879.5431512108103,0.0,0.0,0.0,-349158.8836089729,0.0,-3879.5431512108103,2479338.7561463322,43093.55,60.94689747964199,-1948088.2474524467,-5.224566280549912e-13,-12741090.209328188,-6.51925802230835e-08,-3316360.087250626,-3.166496753692627e-08,2256.7074867198244,0.0,-1977701.9151898627,0.0,-13371.577770743519,1.0913936421275139e-11,0.0,-0.02463693214083909,-0.19583655671383282,-0.0001610449764337731,-0.001156294247266171,-2.1169913341169147e-19,-1.6734735220376314e-18,-0.004182426644310503,-0.035062548261971256,2.4788343493101166e-18,1.95934724131565e-17,-7.219194325727873e-21,-5.83034790622078e-20,0.6283185307179586,0.25000000000000006,1.8060575819088087,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18849555921538755,-0.035381477794661345,0.0,-0.00022237928321836004,-3.0379474372777786e-19,-0.006137759025068709,3.557082626852836e-18,0.048180544488431745,0.0,-0.017641263788863423,0.0,-1.0388892289662873e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.799999999999997,-0.035381477794661345,-0.012741394379556445,-1.7406156653860108e-17,-0.006137759025068709,3.557082626852836e-18,0.048180544488431745,0.0,-0.017641263788863423,0.0,-5.952396820136849e-19,0.0,0.0,0.3000000000000001
