time,MoorFx,MoorFy,MoorFz,MoorMx,MoorMy,MoorMz
0.01,-6.187454983592033,0.0,-1979296.783997564,0.0,5.345696542412043,0.0
0.060000000000000005,75.59014255588409,0.0,-1979231.775248255,0.0,-322.14064396731555,5.684341886080801e-13
0.10999999999999999,329.415330465883,0.0,-1979037.6423515235,0.0,-1509.9126146063209,2.2737367544323206e-12
0.16,768.3992603658698,0.0,-1978716.2117857395,0.0,-3870.866006799042,4.547473508864641e-12
0.21000000000000005,1406.6798831532942,0.0,-1978269.9362502927,0.0,-7726.212171504274,7.275957614183426e-12
0.26000000000000006,2256.7074867198244,0.0,-1977701.9151898627,0.0,-13371.577770743519,1.0913936421275139e-11
0.3100000000000001,3326.7607278375654,0.0,-1977015.913154509,0.0,-21051.267852501944,1.8189894035458565e-11
0.36000000000000015,4622.081002189545,0.0,-1976216.3183190706,0.0,-30977.22833599709,2.1827872842550278e-11
0.4100000000000002,6147.8825186906615,0.0,-1975308.0620665653,0.0,-43366.1437955033,2.9103830456733704e-11
0.46000000000000024,7910.324091862654,0.0,-1974296.5657908996,0.0,-58446.26939528249,4.3655745685100555e-11
0.5100000000000002,9914.499319601338,0.0,-1973187.7377490401,0.0,-76427.18922454491,4.3655745685100555e-11
0.5600000000000003,12162.21343505499,0.0,-1971987.9749858896,0.0,-97471.36205598712,5.820766091346741e-11
0.6100000000000003,14652.235866902978,0.0,-1970704.1189265307,0.0,-121700.481521599,5.820766091346741e-11
0.6600000000000004,17382.518689694232,0.0,-1969343.3688313337,0.0,-149225.97789924033,8.731149137020111e-11
0.7100000000000004,20351.71641155542,0.0,-1967913.202802127,0.0,-180167.10915438086,8.731149137020111e-11
0.7600000000000005,23558.513445444172,0.0,-1966421.339742195,0.0,-214638.89948663674,1.1641532182693481e-10
0.8100000000000005,26999.910257108742,0.0,-1964875.7237569673,0.0,-252727.87045766227,1.1641532182693481e-10
0.8600000000000005,30670.560692066676,0.0,-1963284.4884594167,0.0,-294483.9090620689,1.1641532182693481e-10
0.9100000000000006,34257.864491418004,0.0,-1961634.77876767,0.0,-335827.24755528383,1.7462298274040222e-10
0.9600000000000006,38578.60989552748,0.0,-1959915.861768372,0.0,-388424.5180674214,1.7462298274040222e-10
1.0100000000000007,43398.04577107064,0.0,-1958155.9716840836,0.0,-448694.5180778131,1.7462298274040222e-10
1.0600000000000007,48471.80078415468,0.0,-1956378.5449807746,0.0,-513308.1345731467,1.7462298274040222e-10
1.1100000000000008,53793.69020865497,0.0,-1954592.4336113655,0.0,-582287.6264117993,2.3283064365386963e-10
1.1600000000000008,59356.322171858395,0.0,-1952806.335574425,0.0,-655628.0632098764,2.3283064365386963e-10
1.2100000000000009,65146.825127786375,0.0,-1951028.8534966432,0.0,-733240.3385101203,2.3283064365386963e-10
1.260000000000001,71148.17614776152,0.0,-1949268.4212855978,0.0,-814973.1715271976,2.3283064365386963e-10
1.310000000000001,77343.65321428736,0.0,-1947533.1446882226,0.0,-900675.7408836428,2.3283064365386963e-10
1.360000000000001,83719.23195451126,0.0,-1945830.6877873498,0.0,-990228.8678396344,3.4924596548080444e-10
1.410000000000001,90261.9678230146,0.0,-1944168.2693018017,0.0,-1083520.323601339,3.4924596548080444e-10
1.460000000000001,96956.95167527685,0.0,-1942552.7095198203,0.0,-1180402.4231451135,3.4924596548080444e-10
1.5100000000000011,103786.32461345044,0.0,-1940990.4306779832,0.0,-1280679.9488054123,2.3283064365386963e-10
1.5600000000000012,110730.96938335162,0.0,-1939487.3846744406,0.0,-1384135.0535333976,4.656612873077393e-10
1.6100000000000012,117772.63994027779,0.0,-1938048.966999698,0.0,-1490556.8661879525,4.656612873077393e-10
1.6600000000000013,124894.36240725324,0.0,-1936679.9832406754,0.0,-1599746.2182425372,4.656612873077393e-10
1.7100000000000013,132079.20010505314,0.0,-1935384.6717561565,0.0,-1711498.0415450353,4.656612873077393e-10
1.7600000000000013,139309.12165240454,0.0,-1934166.7322450716,0.0,-1825586.1632013544,4.656612873077393e-10
1.8100000000000014,146565.21493480506,0.0,-1933029.3190148547,0.0,-1941767.2567419745,4.656612873077393e-10
1.8600000000000014,153828.85398152226,0.0,-1931975.0075371976,0.0,-2059797.6838121582,4.656612873077393e-10
1.9100000000000015,161082.5722024258,0.0,-1931005.773504936,0.0,-2179445.6668956485,4.656612873077393e-10
1.9600000000000015,168310.00009408407,0.0,-1930123.007468225,0.0,-2300490.2825552914,4.656612873077393e-10
2.010000000000001,175495.33158004412,0.0,-1929327.551708246,0.0,-2422714.204817187,4.656612873077393e-10
2.06,182623.15726067394,0.0,-1928619.7310884774,0.0,-2545901.903526634,4.656612873077393e-10
2.109999999999999,189678.94489224197,0.0,-1927999.3668745472,0.0,-2669846.8775305655,4.656612873077393e-10
2.159999999999998,196649.65708881244,0.0,-1927465.7901723862,0.0,-2794360.5641311062,4.656612873077393e-10
2.209999999999997,203524.21138392854,0.0,-1927017.865388331,0.0,-2919278.8951560976,4.656612873077393e-10
2.259999999999996,210293.58096218482,0.0,-1926654.0312496591,0.0,-3044463.711790124,4.656612873077393e-10
2.3099999999999947,216950.62864516058,0.0,-1926372.356177146,0.0,-3169800.6331897276,4.656612873077393e-10
2.3599999999999937,223490.29330306977,0.0,-1926170.5857272248,0.0,-3295201.9461392118,4.656612873077393e-10
2.4099999999999926,229910.0157596888,0.0,-1926046.1857455496,0.0,-3420612.7611571206,4.656612873077393e-10
2.4599999999999915,236210.14541643695,0.0,-1925996.39040063,0.0,-3546016.760712155,4.656612873077393e-10
2.5099999999999905,242394.14048978046,0.0,-1926018.2615417326,0.0,-3671438.9897922557,4.656612873077393e-10
2.5599999999999894,248468.6094782342,0.0,-1926108.75706826,0.0,-3796946.4452591464,4.656612873077393e-10
2.6099999999999883,254443.3647997072,0.0,-1926264.8015359677,0.0,-3922648.8734450107,4.656612873077393e-10
2.6599999999999873,260331.57534677978,0.0,-1926483.3554472004,0.0,-4048700.9374325676,4.656612873077393e-10
2.709999999999986,266149.9467050544,0.0,-1926761.4852272025,0.0,-4175304.706049838,4.656612873077393e-10
2.759999999999985,271918.80014990026,0.0,-1927096.4373287768,0.0,-4302710.663108215,4.656612873077393e-10
2.809999999999984,277661.9962239454,0.0,-1927485.716578872,0.0,-4431216.519385817,4.656612873077393e-10
2.859999999999983,283406.7488727106,0.0,-1927927.165120645,0.0,-4561164.501497874,4.656612873077393e-10
2.909999999999982,289183.3959818798,0.0,-1928419.037814394,0.0,-4692938.03749743,0.0
2.959999999999981,295025.133035994,0.0,-1928960.0717890272,3.725290298461914e-09,-4826957.906255415,0.0
3.00999999999998,300967.65737689135,0.0,-1929549.5493495313,1.862645149230957e-09,-4963677.10440229,0.0
